text,label_id,category
Ayam Bakar,0,makanan
3xHazelnut Latte,1,minuman
Headset,3,belanja
Salon,7,lain_lain
JNT,7,lain_lain
Spotify,4,tagihan
Tomato Soup,0,makanan
To pUp8nUG,5,hiburan
SPBU,2,transportasi
Tenis,5,hiburan
deodoran,3,belanja
Sikat Gigi,3,belanja
Tike Bus,2,transportasi
Ibuprofen,6,kesehatan
Good Day,1,minuman
.Steak_,0,makanan
Chicke Wing,0,makanan
Bowling,5,hiburan
Pudding,0,makanan
first media,4,tagihan
earphone,3,belanja
Obat Sakit Kepala,6,kesehatan
Es Campur,1,minuman
UANG KOS,4,tagihan
fastaGigi,3,belanja
Grab,2,transportasi
Cek Darah,6,kesehatan
Spotify,4,tagihan
Kopi Americano,1,minuman
GOSEND,7,lain_lain
Buku Kuliah,3,belanja
Mouse,3,belanja
Anteraja,7,lain_lain
Gnocchi,0,makanan
Kimia Farma,6,kesehatan
Masker,6,kesehatan
Tiket Pesawat,2,transportasi
_JNE_,7,lain_lain
donut,0,makanan
Dokter,6,kesehatan
Japchae,0,makanan
Nasi Ayam,0,makanan
Alat Musik,5,hiburan
pdam,4,tagihan
Wrap,0,makanan
Buku Nove,5,hiburan
Tiket Kereta,2,transportasi
-Voucher Game-,5,hiburan
Biaya Pendaftaran,7,lain_lain
Skincare,3,belanja
Eclair,0,makanan
Tiket Event,5,hiburan
Ibuprofen,6,kesehatan
Es Campur,1,minuman
Es Campur,1,minuman
Cat Akrilik,5,hiburan
iuran,4,tagihan
internet bulanan,4,tagihan
Formulir,7,lain_lain
Kabel Data,3,belanja
#Biaya Berobat.,6,kesehatan
GANTI OLI,2,transportasi
JNE,7,lain_lain
Tiket KRL,2,transportasi
Fried Noodle,0,makanan
Uang Kos,4,tagihan
Pembalut,3,belanja
Vitamin D,6,kesehatan
Badminton,5,hiburan
top up ff,5,hiburan
Alat Musik,5,hiburan
Tongseng,0,makanan
Parki Motor,2,transportasi
Tiket Bus,2,transportasi
Spring Rol,0,makanan
Mozzarella Stick,0,makanan
parkir motor,2,transportasi
kopi instan,1,minuman
Transjakarta,2,transportasi
iuran,4,tagihan
*Pulsa_,4,tagihan
Ongkir,7,lain_lain
Tokopedia,3,belanja
Tempura,0,makanan
Buku Tulis,3,belanja
Softlens,6,kesehatan
@ Fries,0,makanan
2 Patungan,7,lain_lain
Setrika,7,lain_lain
GoRide,2,transportasi
Parkir,2,transportasi
2xMaximCar,2,transportasi
Antasida,6,kesehatan
modul,3,belanja
Transfer,7,lain_lain
PERTAMAX,2,transportasi
steam,5,hiburan
kemeja,3,belanja
PARFAIT,0,makanan
Celana,3,belanja
Charger,3,belanja
Muffin,0,makanan
1 Nasi Bakar,0,makanan
Obat Diare,6,kesehatan
Resep Dokter,6,kesehatan
Sedekah,7,lain_lain
Celana,3,belanja
Cookie,0,makanan
Chicke Wing,0,makanan
Jajan,7,lain_lain
*Futsal-,5,hiburan
#GoRide*,2,transportasi
Internet Bulanan,4,tagihan
JAKET,3,belanja
Pie,0,makanan
Taman Bermain,5,hiburan
rawon,0,makanan
Pie,0,makanan
ATM,7,lain_lain
Earl Grey,1,minuman
Keyboard,3,belanja
Baju,3,belanja
Jus Jambu,1,minuman
teh tarik,1,minuman
@ Formulir,7,lain_lain
_Kupat Tahu_,0,makanan
Iced Americano,1,minuman
Rumah Sakit,6,kesehatan
Vitamin C,6,kesehatan
1 GrabExpress,7,lain_lain
Lain-lain,7,lain_lain
Frappe,1,minuman
KRL,2,transportasi
Jus Semangka,1,minuman
multivitamin,6,kesehatan
Apotek,6,kesehatan
.Tiket Kereta#,2,transportasi
UDON,0,makanan
Formulir,7,lain_lain
Isi Pulsa,4,tagihan
2 Bubble Tea,1,minuman
_Rapid Test#,6,kesehatan
Makan Siang,0,makanan
Tol,2,transportasi
2 Tiket KRL,2,transportasi
2xCat Akrilik,5,hiburan
Parkir Motor,2,transportasi
Sate Ayam,0,makanan
Paket Hemat,0,makanan
Jajan,7,lain_lain
Kimia Frma,6,kesehatan
Metromini,2,transportasi
OJEKONLINE,2,transportasi
Folder,3,belanja
Takoyaki,0,makanan
Setrika,7,lain_lain
JAJAN,7,lain_lain
Internet Bulana,4,tagihan
#Keyboard#,3,belanja
Tiket Event,5,hiburan
Anteraja,7,lain_lain
MOUSE,3,belanja
CGV,5,hiburan
MapP lastik,3,belanja
Taksi Online,2,transportasi
Mouse,3,belanja
tiket wisata,5,hiburan
vanilla latte,1,minuman
Tiket Konser,5,hiburan
Tiket Konser,5,hiburan
Mouse,3,belanja
Internet Bulanan,4,tagihan
Infaq,7,lain_lain
oSftlenb,6,kesehatan
_Tiket Event#,5,hiburan
Aqua,1,minuman
Tas,3,belanja
keyboard,3,belanja
Jus Alpukat,1,minuman
microsoft 365,4,tagihan
SHOPEE,3,belanja
.Klinik_,6,kesehatan
KRL,2,transportasi
Gym,5,hiburan
Vitamin C,6,kesehatan
Kebab,0,makanan
PDAM,4,tagihan
Bus,2,transportasi
Formulir,7,lain_lain
Tagihan Telepon,4,tagihan
Americano,1,minuman
Nasi Bakar,0,makanan
Powe Bank,3,belanja
Dakgalbi,0,makanan
Spring Roll,0,makanan
Milk Tea,1,minuman
@ Tiket Bioskop,5,hiburan
MaximCar,2,transportasi
Tiket Masuk,5,hiburan
Busway,2,transportasi
iayaT ransfer,7,lain_lain
-Kacamata*,6,kesehatan
Softlens,6,kesehatan
kacamata,3,belanja
Air Mineral,1,minuman
parkir,2,transportasi
Obat Flu,6,kesehatan
Gojek,2,transportasi
2xRumah Sakit,6,kesehatan
Obat Batuk,6,kesehatan
Pertalite,2,transportasi
3xKebun Binatang,5,hiburan
INTERNET BULANAN,4,tagihan
SCAN,7,lain_lain
Konsultasi Dokter,6,kesehatan
Cold Brew,1,minuman
Carpaccio,0,makanan
Orange Juice,1,minuman
JNT,7,lain_lain
Lensa Kontak,6,kesehatan
Makan Siang,0,makanan
Nonton Film,5,hiburan
LRT,2,transportasi
2 Tambal Gigi,6,kesehatan
mocha,1,minuman
1 Kolam Renang,5,hiburan
Salon,7,lain_lain
Iced Latte,1,minuman
Flashdisk,3,belanja
PCR,6,kesehatan
Es Dawet,1,minuman
Minyak Kay Putih,6,kesehatan
3xGanache,0,makanan
.Disney Plus-,4,tagihan
Nonton Film,5,hiburan
Chicen 3ing,0,makanan
Telur Ceplok,0,makanan
internet bulanan,4,tagihan
Cek Darah,6,kesehatan
CGV,5,hiburan
Baterai,3,belanja
Inetreet Bulann,4,tagihan
Top Up FF,5,hiburan
youtube premium,4,tagihan
Fries,0,makanan
Apotek,6,kesehatan
Topi,3,belanja
Mineral Wate,1,minuman
Dokter,6,kesehatan
peach tea,1,minuman
_Galbi-,0,makanan
MaximBike,2,transportasi
COLD BREW,1,minuman
SATE AYAM,0,makanan
JNT,7,lain_lain
Gojek,2,transportasi
Parkir Mobil,2,transportasi
klinik,6,kesehatan
Tiket Event,5,hiburan
Obat Sakit Kepal,6,kesehatan
iBoskop,5,hiburan
Cabut Gigi,6,kesehatan
top up game,5,hiburan
anteraja,7,lain_lain
Bakso,0,makanan
Kopi Latte,1,minuman
Potong Rambut,7,lain_lain
_Kertas HVS_,3,belanja
Iuran,4,tagihan
Cinepolis,5,hiburan
Ayam Kremes,0,makanan
Bayar Kos,4,tagihan
Minera Water,1,minuman
Wrap,0,makanan
Energen,1,minuman
Thai Tea,1,minuman
YouTube Premium,4,tagihan
macchiato,1,minuman
#Air PAM#,4,tagihan
SALON,7,lain_lain
1 Earl Grey,1,minuman
PDAM,4,tagihan
Martabak,0,makanan
SALON,7,lain_lain
Alat Musik,5,hiburan
NETFLIX,4,tagihan
.Grill_,0,makanan
JNT,7,lain_lain
GoCar,2,transportasi
MaximCar,2,transportasi
sepatu,3,belanja
Dedoorna,3,belanja
LRT,2,transportasi
rPetzel,0,makanan
.Flashdisk_,3,belanja
Multivitamin,6,kesehatan
Bruschetta,0,makanan
SCAN,7,lain_lain
gnocchi,0,makanan
Retribus Parkir,2,transportasi
Tiket KRL,2,transportasi
Folder,3,belanja
Ayam Penyet,0,makanan
TAGIHAN LISTRIK,4,tagihan
Transfer,7,lain_lain
BAJU,3,belanja
es kopi susu,1,minuman
1 Burger,0,makanan
Mocha,1,minuman
Lain-lain,7,lain_lain
*Transjakarta_,2,transportasi
Gelang,3,belanja
PinkL mrnade,1,minuman
1xPaket Data,4,tagihan
Tisu,3,belanja
YouTube Premium,4,tagihan
Spotify,4,tagihan
1 Scan,7,lain_lain
cabut gigi,6,kesehatan
Air PAM,4,tagihan
Ganti Oli,2,transportasi
MUSHROOM SOUP,0,makanan
2xTop Up Mobile Legends,5,hiburan
Gojek,2,transportasi
-Isi Pulsa.,4,tagihan
RKL,2,transportasi
Wrap,0,makanan
scan,7,lain_lain
NASI GORENG KAMPUNG,0,makanan
GoRide,2,transportasi
Pocari Swea,1,minuman
Betadine,6,kesehatan
Headset,3,belanja
Biaya Periks,6,kesehatan
Kertas HVS,3,belanja
resep dokter,6,kesehatan
fus Alpukat,1,minuman
Cinepolis,5,hiburan
Betadine,6,kesehatan
Pizza,0,makanan
Top Up FF,5,hiburan
Cappuccino,1,minuman
Klinik,6,kesehatan
Stabilo,3,belanja
ECLAIR,0,makanan
Strudel,0,makanan
_Resep Dokter-,6,kesehatan
1xGelang,3,belanja
#Pasta.,0,makanan
Top Up FF,5,hiburan
Tol,2,transportasi
2xBuku Novel,5,hiburan
*Dakgalbi#,0,makanan
1 Stabilo,3,belanja
Bensin,2,transportasi
#Chicken Wing.,0,makanan
Commuter Line,2,transportasi
Adobe,4,tagihan
Telur Dadar,0,makanan
Texbtook,3,belanja
TagihnaTe lepo,4,tagihan
Es Teh,1,minuman
Caesar Sala,0,makanan
Tiket MRT,2,transportasi
Pertamax,2,transportasi
Pertalite,2,transportasi
2xApotek,6,kesehatan
Mie Goreng,0,makanan
Spotify,4,tagihan
SABUN,3,belanja
Bus,2,transportasi
Guardian,6,kesehatan
Hoodie,3,belanja
Bioskop,5,hiburan
-Suplemen*,6,kesehatan
.Americano-,1,minuman
kertas hvs,3,belanja
Taro Latte,1,minuman
Batagor,0,makanan
Zakat,7,lain_lain
_Ibuprofen.,6,kesehatan
Latte,1,minuman
Cukur,7,lain_lain
Canva Pro,4,tagihan
Boba,1,minuman
TEXTBOOK,3,belanja
e-toll,2,transportasi
Suplemen,6,kesehatan
_Suplemen*,6,kesehatan
Jilid,7,lain_lain
Iced Latte,1,minuman
Pulsa,4,tagihan
Bus,2,transportasi
*Kuota Internet#,4,tagihan
Pasta Gigi,3,belanja
Fotokopi,7,lain_lain
commuter line,2,transportasi
_Keyboard*,3,belanja
Cappuccino,1,minuman
Bayar Kos,4,tagihan
Tagihan Telepon,4,tagihan
Soup,0,makanan
Lain-lan,7,lain_lain
Biaya Berobat,6,kesehatan
Betadine,6,kesehatan
parkir motor,2,transportasi
Laundry,7,lain_lain
Sandwich,0,makanan
Caramel Latte,1,minuman
Es Dawet,1,minuman
Mikrolet,2,transportasi
_Angkot*,2,transportasi
Ric Bowl,0,makanan
Asuransi,4,tagihan
1 Celana,3,belanja
Skincare,3,belanja
skincare,3,belanja
Tteokbokki,0,makanan
TOP UP GAME,5,hiburan
bowling,5,hiburan
Grape Juice,1,minuman
Retribusi Parkir,2,transportasi
TAKSI ONLINE,2,transportasi
Top Up PUBG,5,hiburan
Tike tKefeta,2,transportasi
Gulai,0,makanan
Waffle,0,makanan
First Media,4,tagihan
internet bulanan,4,tagihan
Taksi Online,2,transportasi
2xGrabBike,2,transportasi
Jus Mangga,1,minuman
Keyboard,3,belanja
Masker,6,kesehatan
Tiket Pesawat,2,transportasi
Spring Roll,0,makanan
2 Buku Tulis,3,belanja
.Guardian#,6,kesehatan
@ Amoxicillin,6,kesehatan
Tiket Event,5,hiburan
Bihun Goreng,0,makanan
Sal*d,0,makanan
GrabExpress,7,lain_lain
Tagiha Air,4,tagihan
Administrasi,4,tagihan
Pasta Gigi,3,belanja
Legalisir,7,lain_lain
Tagihan WiFi,4,tagihan
Data Internet,4,tagihan
Sepatu,3,belanja
.Biaya Periksa*,6,kesehatan
BBM,2,transportasi
Alat Musik,5,hiburan
.Grab_,2,transportasi
2 Kebun Binatang,5,hiburan
Modul,3,belanja
Damri,2,transportasi
WiFi,4,tagihan
Es Kopi Susu,1,minuman
aH2saplast,6,kesehatan
Cat Akrilik,5,hiburan
*Bioskop-,5,hiburan
biaya transfer,7,lain_lain
Isi Pulsa,4,tagihan
2xPulsa,4,tagihan
Iced Latte,1,minuman
Sedekah,7,lain_lain
Kimia Farma,6,kesehatan
TAGIHAN AIR,4,tagihan
1 Cinepolis,5,hiburan
Obat Batuk,6,kesehatan
Hansaplast,6,kesehatan
Ob& Sakit Kepala,6,kesehatan
BOBA,1,minuman
mrange Juie,1,minuman
Pulsa,4,tagihan
2 Mobil Online,2,transportasi
Es Campur,1,minuman
Asuransi,4,tagihan
Isi Bensi,2,transportasi
PLN,4,tagihan
*Commuter Line_,2,transportasi
Cardigan,3,belanja
3xCabut Gigi,6,kesehatan
Rumh Sakit,6,kesehatan
Materai,7,lain_lain
Kacamata,3,belanja
Dimsum,0,makanan
@ Bakso,0,makanan
@ Legalisir,7,lain_lain
BPJS Kesehatan,4,tagihan
Tagihan WiFi,4,tagihan
Ongkos Kirim,7,lain_lain
Cabut Gigi,6,kesehatan
Strawberry Drink,1,minuman
_Nasi Goreng-,0,makanan
Commuter Line,2,transportasi
M)cha,1,minuman
ongkos kirim,7,lain_lain
Uang Kos,4,tagihan
Komik,5,hiburan
Macchiato,1,minuman
Tiket KRL,2,transportasi
Siomay,0,makanan
*Club Soda#,1,minuman
_Yakult*,1,minuman
PDAM,4,tagihan
@ Le Mineral,1,minuman
KABEL DATA,3,belanja
Materai,7,lain_lain
grabcar,2,transportasi
Fried Noodle,0,makanan
Cat Akrilik,5,hiburan
@ Kontrakan,4,tagihan
Cat Akrilik,5,hiburan
VOUCHER GAME,5,hiburan
Teh Manis,1,minuman
Ovaltine,1,minuman
Voucher Game,5,hiburan
Lensa Kontak,6,kesehatan
XXI,5,hiburan
3xIuran Kelas,7,lain_lain
Jus Semangka,1,minuman
-Spotify*,4,tagihan
Grape Juice,1,minuman
Obat Batuk,6,kesehatan
Maxim,2,transportasi
INFAQ,7,lain_lain
Pasta Gigi,3,belanja
1 Top Up PUBG,5,hiburan
Token Listrik,4,tagihan
tempe goreng,0,makanan
Ibuprofen,6,kesehatan
2 Pempek,0,makanan
3xBowling,5,hiburan
Potong Rambut,7,lain_lain
Isi Bensin,2,transportasi
Soba,0,makanan
1xBrown Sugar,1,minuman
.Buku Kuliah*,3,belanja
Ongkir,7,lain_lain
Futsal,5,hiburan
GoRide,2,transportasi
uang kos,4,tagihan
Parki Mobil,2,transportasi
Obat Diare,6,kesehatan
Diamond ML,5,hiburan
pancake,0,makanan
Jus Melon,1,minuman
Teh Susu,1,minuman
laundry,7,lain_lain
Pembalut,3,belanja
Blazer,3,belanja
Amoxicillin,6,kesehatan
2xMaxim,2,transportasi
Tiket Event,5,hiburan
Metromini,2,transportasi
Netflix,4,tagihan
Kopi Susu Kolonel,1,minuman
@ Dokter Gigi,6,kesehatan
Kimia Farma,6,kesehatan
Blazer,3,belanja
-Pink Lemonade-,1,minuman
Internet Bulanan,4,tagihan
jajan,7,lain_lain
Hoodie,3,belanja
Salon,7,lain_lain
Sarapan,0,makanan
Dress,3,belanja
tenis,5,hiburan
AirMineral,1,minuman
Legalisir,7,lain_lain
Jilid,7,lain_lain
Top Up PUBG,5,hiburan
.Teh Botol-,1,minuman
Puskesmas,6,kesehatan
Potong Rambut,7,lain_lain
2 Nasi Bebek,0,makanan
Buku Novel,5,hiburan
Dompet,3,belanja
*Pizza Toast#,0,makanan
*Cinepolis*,5,hiburan
Puskesmas,6,kesehatan
Bubble Tea,1,minuman
Dokter,6,kesehatan
Deodoran,3,belanja
2 Ibuprofen,6,kesehatan
Disney Plus,4,tagihan
Amoxicillin,6,kesehatan
3xShopee,3,belanja
Vitamin C,6,kesehatan
Cuci Baju,7,lain_lain
Rok,3,belanja
JNE,7,lain_lain
RETRIBUSI PARKIR,2,transportasi
.Data Internet.,4,tagihan
Clu Sandwich,0,makanan
Maxim,2,transportasi
LemonT e),1,minuman
Kolam Renang,5,hiburan
SPBU,2,transportasi
Gelato,0,makanan
AMERICANO,1,minuman
Vanilla Latte,1,minuman
Penugaris,3,belanja
Kopi Aren,1,minuman
Jam Tangan,3,belanja
.Carpaccio_,0,makanan
TAGIHAN AIR,4,tagihan
Ice Cream,0,makanan
Cold Brew,1,minuman
WiFi,4,tagihan
aTgihan 9iF6,4,tagihan
headset,3,belanja
Gym,5,hiburan
.Bruschetta*,0,makanan
pameran,5,hiburan
Futsal,5,hiburan
Bayar Kos,4,tagihan
Vitamin C,6,kesehatan
*Microsoft 365#,4,tagihan
3xJNT,7,lain_lain
Teh Manis,1,minuman
#PCR#,6,kesehatan
Zakat,7,lain_lain
sicepat,7,lain_lain
Kereta Api,2,transportasi
thai tea,1,minuman
TOP UP GAME,5,hiburan
jnt,7,lain_lain
TOP UP GENSHIN,5,hiburan
2 Nasi Liwet,0,makanan
Tamabl Gigi,6,kesehatan
Masker,6,kesehatan
Pulsa,4,tagihan
Park* Motor,2,transportasi
Vanilla Latte,1,minuman
Lampu,3,belanja
SPBU,2,transportasi
Cuci Baju,7,lain_lain
Materai,7,lain_lain
TIKET WISATA,5,hiburan
Ibuprofen,6,kesehatan
Pameran,5,hiburan
GoSend,7,lain_lain
Ongkir,7,lain_lain
Obat Diare,6,kesehatan
2 IndiHome,4,tagihan
Lemonade,1,minuman
Bubble Tea,1,minuman
CGV,5,hiburan
_Token Listrik#,4,tagihan
Ojek,2,transportasi
MRT,2,transportasi
Fries,0,makanan
Noodle,0,makanan
Potong Rambut,7,lain_lain
Lensa Kontak,6,kesehatan
Lensa Kontak,6,kesehatan
anteraja,7,lain_lain
Modul,3,belanja
Legalisir,7,lain_lain
Kupat Tahu,0,makanan
Detergen,3,belanja
Mie Goreng,0,makanan
1 CGV,5,hiburan
Spidol,3,belanja
Cabut Gigi,6,kesehatan
WAFFLE,0,makanan
GnRide,2,transportasi
PDAM,4,tagihan
Bayar Listrik,4,tagihan
Orange Juice,1,minuman
Biaya Pendaftara,7,lain_lain
-Vitamin C_,6,kesehatan
Kontrakan,4,tagihan
Es Kelapa Muda,1,minuman
Teh Hijau,1,minuman
Jus Melon,1,minuman
Tiket Kereta,2,transportasi
#Biaya Berobat*,6,kesehatan
Tiket Bioskop,5,hiburan
Biaya Transfer,7,lain_lain
#MaximCar_,2,transportasi
Dompet,3,belanja
Air Kelapa,1,minuman
PDAM,4,tagihan
2xAdministrasi,4,tagihan
Cat Akrilik,5,hiburan
MRT,2,transportasi
1xDisney Plus,4,tagihan
Crostini,0,makanan
Zakat,7,lain_lain
Kimia Farma,6,kesehatan
Telur Dadar,0,makanan
Es Cendol,1,minuman
Pisang Goreng,0,makanan
Ikan Baka,0,makanan
JNE,7,lain_lain
Obat Batuk,6,kesehatan
Flashdisk,3,belanja
*Mushroom Soup#,0,makanan
SiCepta,7,lain_lain
ganti oli,2,transportasi
Billiard,5,hiburan
2xTiket Wisata,5,hiburan
.Tiket Wisata#,5,hiburan
Jajan,7,lain_lain
Nasi Padang,0,makanan
parkir,2,transportasi
Bayar Listrik,4,tagihan
jus semangka,1,minuman
Matcha,1,minuman
Token Listrik,4,tagihan
2xTiket KRL,2,transportasi
Puskesmas,6,kesehatan
-Anteraja*,7,lain_lain
Tiket Konser,5,hiburan
Kopi Dalgona,1,minuman
Tahu Tempe,0,makanan
Tagihan Air,4,tagihan
Earphone,3,belanja
Pasta,0,makanan
Bensin,2,transportasi
Jus Semangka,1,minuman
-Iced Latte#,1,minuman
Tokopedia,3,belanja
Buku Kuliah,3,belanja
2xFotokopi,7,lain_lain
Charger,3,belanja
Map Plastik,3,belanja
TAGIHAN LISTRIK,4,tagihan
Badminton,5,hiburan
2 LRT,2,transportasi
MILKSHAKE,1,minuman
Infaq,7,lain_lain
Tiket Konser,5,hiburan
PCR,6,kesehatan
2xTol,2,transportasi
Iuran,4,tagihan
SiCepat,7,lain_lain
%Send,7,lain_lain
-MaximBike*,2,transportasi
Popcorn,0,makanan
Token Listrik,4,tagihan
Setrika,7,lain_lain
Bowling,5,hiburan
GrabExpress,7,lain_lain
Kolam Renang,5,hiburan
Cukur,7,lain_lain
Frappe,1,minuman
Damri,2,transportasi
Blazer,3,belanja
BILLIARD,5,hiburan
wifi,4,tagihan
Bus,2,transportasi
Cold B2ew,1,minuman
Ongkos Kirim,7,lain_lain
Biaya Berobat,6,kesehatan
Teh Susu,1,minuman
Fries,0,makanan
Takoyaki,0,makanan
Kacamata,3,belanja
Setrika,7,lain_lain
TIKET KONSER,5,hiburan
JNT,7,lain_lain
Bensin,2,transportasi
Tiket Bioskop,5,hiburan
Uang Kos,4,tagihan
Ojek,2,transportasi
Obat Diare,6,kesehatan
POCARI SWEAT,1,minuman
tempura,0,makanan
SiCepat,7,lain_lain
Mobil Online,2,transportasi
Pertalite,2,transportasi
KRL,2,transportasi
Hoodie,3,belanja
PLN,4,tagihan
Tlnseng,0,makanan
Pembalut,3,belanja
BIBIMBAP,0,makanan
kopi aren,1,minuman
Obat Batu,6,kesehatan
es teh,1,minuman
SERVIS MOTOR,2,transportasi
Antasida,6,kesehatan
1xIsi Pulsa,4,tagihan
YouTube Premium,4,tagihan
Isi Bensin,2,transportasi
WIFI,4,tagihan
rqnt,7,lain_lain
Caramel Latte,1,minuman
Guadhian,6,kesehatan
laundry,7,lain_lain
Yaklut,1,minuman
Maxim,2,transportasi
Dress,3,belanja
Buku Tulis,3,belanja
Power Bank,3,belanja
Celana,3,belanja
_Fotokopi.,7,lain_lain
Disney Plus,4,tagihan
Angkot,2,transportasi
Brownie,0,makanan
Scan,7,lain_lain
BananahrBead,0,makanan
P&vkir Motor,2,transportasi
2xPLN,4,tagihan
Nasi Putih,0,makanan
uMltvi1amii,6,kesehatan
Rkmah Sakit,6,kesehatan
Good Day,1,minuman
Pretzel,0,makanan
Ongkir,7,lain_lain
#Setrika_,7,lain_lain
GrabBike,2,transportasi
Sandwich,0,makanan
mushroom soup,0,makanan
optify,4,tagihan
Cek Darah,6,kesehatan
Biaya Kos,4,tagihan
Ibuprofen,6,kesehatan
kopi latte,1,minuman
Gnocchi,0,makanan
voucher game,5,hiburan
Sandal,3,belanja
Laundry,7,lain_lain
XXI,5,hiburan
2 Spotify,4,tagihan
Resep Dokter,6,kesehatan
Token Listrik,4,tagihan
Softeenr,3,belanja
Tiket MRT,2,transportasi
Energen,1,minuman
Taman Bermain,5,hiburan
GoSend,7,lain_lain
BAKSO,0,makanan
_Dokter*,6,kesehatan
#Jjajangmyeon#,0,makanan
Folder,3,belanja
VITAMIN D,6,kesehatan
Nescafe,1,minuman
Gree Salad,0,makanan
Bayar Listrik,4,tagihan
2xJNE,7,lain_lain
Mobil Online,2,transportasi
CHIPS,0,makanan
Fried Noodle,0,makanan
RESEP DOKTER,6,kesehatan
INDIHOME,4,tagihan
Telu Dadar,0,makanan
Bulgogi,0,makanan
Iuran Kelas,7,lain_lain
Kacamata,3,belanja
Cap Cay,0,makanan
Dress,3,belanja
Burger,0,makanan
Bulgogi,0,makanan
SiCepat,7,lain_lain
Lasagna,0,makanan
Softener,3,belanja
Sunscreen,3,belanja
Damri,2,transportasi
Laundry,7,lain_lain
KEBUN BINATANG,5,hiburan
Gnocchi,0,makanan
Nonton Film,5,hiburan
Comuter Lnie,2,transportasi
Pertamax,2,transportasi
Transjakarta,2,transportasi
Cardigan,3,belanja
Spotify,4,tagihan
JNE,7,lain_lain
Iuran,4,tagihan
TIKET KRL,2,transportasi
Paracetamol,6,kesehatan
FRAPPE,1,minuman
Ongkos Kirim,7,lain_lain
Bruschetta,0,makanan
MRT,2,transportasi
Damri,2,transportasi
MACCHIATO,1,minuman
Biaya Pendaftaran,7,lain_lain
Bruschetta,0,makanan
SiCepat,7,lain_lain
Diamond ML,5,hiburan
_Brownie*,0,makanan
_PLN.,4,tagihan
-Blazer-,3,belanja
Iuran,4,tagihan
Cabut Gigi,6,kesehatan
UC PUBG,5,hiburan
Detergen,3,belanja
Antasida,6,kesehatan
kertas hvs,3,belanja
Pasta,0,makanan
Lensa Konta,6,kesehatan
MaximCr,2,transportasi
bulgogi,0,makanan
Caesa Salad,0,makanan
Mang Drink,1,minuman
Bensin,2,transportasi
Es Buah,1,minuman
GrabExpress,7,lain_lain
ketoprak,0,makanan
dokter,6,kesehatan
Takoyaki,0,makanan
buku kuliah,3,belanja
2xCold Brew,1,minuman
Laundry,7,lain_lain
Apotek,6,kesehatan
Celana,3,belanja
Tart,0,makanan
TOP UP GAME,5,hiburan
DOKTER GIGI,6,kesehatan
Netflix,4,tagihan
Biaya Pendaftaran,7,lain_lain
Futsal,5,hiburan
MaximCar,2,transportasi
Tempe Goreng,0,makanan
Disney Plus,4,tagihan
Nasi Goreng,0,makanan
Jam Tangan,3,belanja
1 Kopi Gula Aren,1,minuman
SPBU,2,transportasi
#Bus_,2,transportasi
2xToken Listrik,4,tagihan
cuci baju,7,lain_lain
Sandwich,0,makanan
Kopi Instan,1,minuman
Tahu Tempe,0,makanan
Es Kopi Susu,1,minuman
2xSate Ayam,0,makanan
Cuci Baju,7,lain_lain
Tiket Wisata,5,hiburan
_Administrasi#,4,tagihan
Tiket Bioskop,5,hiburan
Alat Musik,5,hiburan
UC PUBG,5,hiburan
Apotek,6,kesehatan
Poton Rambut,7,lain_lain
-Ikat Pinggang-,3,belanja
2 Potong Rambut,7,lain_lain
Infaq,7,lain_lain
Tteokbokki,0,makanan
Buku Tulis,3,belanja
Tiket KRL,2,transportasi
Stabilo,3,belanja
tisu,3,belanja
Kopi Americano,1,minuman
Espresso,1,minuman
Resep Dokter,6,kesehatan
penggaris,3,belanja
GoRide,2,transportasi
BPJ Kesehatan,4,tagihan
Ganti Oli,2,transportasi
Multivitamin,6,kesehatan
Cinepolis,5,hiburan
Tiket MRT,2,transportasi
Bayar Kos,4,tagihan
Jili,7,lain_lain
Busway,2,transportasi
Tiket MRT,2,transportasi
1 Hansaplast,6,kesehatan
Jilid,7,lain_lain
Charger,3,belanja
Guardian,6,kesehatan
Sewa Kos,4,tagihan
@ Wahana,5,hiburan
Biaya Kos,4,tagihan
1 Transfer,7,lain_lain
Espresso,1,minuman
Konsultasi Dokter,6,kesehatan
Nonton Film,5,hiburan
Setrika,7,lain_lain
3xTagihan WiFi,4,tagihan
Materai,7,lain_lain
Transjakarta,2,transportasi
Kereta Api,2,transportasi
Tagihan WiFi,4,tagihan
MaximBike,2,transportasi
Tiket Masuk,5,hiburan
Festival,5,hiburan
Alat Musik,5,hiburan
Taksi Online,2,transportasi
Taman Bermain,5,hiburan
Sewa Kos,4,tagihan
Guaridan,6,kesehatan
Caramel achiato,1,minuman
TM,7,lain_lain
Vitamin D,6,kesehatan
.Peppermint Tea_,1,minuman
zMB,2,transportasi
Tiket Masuk,5,hiburan
tagihan air,4,tagihan
TIKET BIOSKOP,5,hiburan
STEMPEL,7,lain_lain
baterai,3,belanja
Ramen,0,makanan
UC PUBG,5,hiburan
1 Makan Malam,0,makanan
.OjekOnline-,2,transportasi
Textbook,3,belanja
setrika,7,lain_lain
1 Pasta Gigi,3,belanja
3xBLT,0,makanan
Uang Kos,4,tagihan
.Ramune*,1,minuman
Biaya Kos,4,tagihan
Formulir,7,lain_lain
Club Soda,1,minuman
1 Cuci Baju,7,lain_lain
2 PCR,6,kesehatan
Charger,3,belanja
Bihun Goreng,0,makanan
Tiket Bus,2,transportasi
Textbook,3,belanja
PARKIR MOTOR,2,transportasi
